Unnamed: 0,Id,job-id,type,name,address,latitude,longitude,service-duration,start-time,end-time,quantity,required-skills,raw-id,day,Level,priority
1809,10076.0_0_B1,,D,Tamarack,344 Silverberry Road,53.46142168,-113.3678167,0.0172569444,0d 06:00:00,9d 14:45:00,1,neighbourhood,10076.0_0,,B1,10
1810,10084.0_0_B1,,D,Walker,1820 53 St SW,53.41801224,-113.423462,0.0148842593,0d 06:00:00,9d 14:45:00,1,neighbourhood,10084.0_0,,B1,10
1811,10085.0_0_B1,,D,Chappele Area,1137 Chappelle Blvd SW,53.40598414,-113.5730267,0.0428356481,8d 06:00:00,8d 14:45:00,1,neighbourhood,10085.0_0,8.0,B1,1
1812,10089.0_0_B1,,D,Windermere,Walk way North of Wingfield Point and 170 St NW,53.45315076,-113.6141509,0.0025231481,0d 06:00:00,9d 14:45:00,1,neighbourhood,10089.0_0,,B1,10
1813,10090.0_0_B1,,D,Windermere,Walkway East of Whispering River Dr NW on Woolsey Link NW,53.45026628,-113.6100129,0.0028472222,0d 06:00:00,9d 14:45:00,1,neighbourhood,10090.0_0,,B1,10
1814,10091.0_0_B1,,D,Windermere,Walkway East of Whispering River Dr NW South of Wingfield Cape NW,53.44843939,-113.6089997,0.0022222222,0d 06:00:00,9d 14:45:00,1,neighbourhood,10091.0_0,,B1,10
1815,10092.0_0_B1,,D,Windermere,16 Ave NW on both sides of Whispering River Dr NW,53.44669002,-113.6096593,0.0124768519,5d 06:00:00,5d 14:45:00,1,neighbourhood,10092.0_0,5.0,B1,1
1816,10104.0_0_B1,,D,Chappele Area,5280 Chappelle Road SW,53.40102631,-113.5725043,0.0402199074,8d 06:00:00,8d 14:45:00,1,neighbourhood,10104.0_0,8.0,B1,1
1817,10107.0_0_B1,,D,Windermere,949 Wood Place NW,53.44031616,-113.6271583,0.0005671296,0d 06:00:00,9d 14:45:00,1,neighbourhood,10107.0_0,,B1,10
1818,10108.0_0_B1,,D,Windermere,925 Wood Place NW,53.44076183,-113.62455,0.0010416667,0d 06:00:00,9d 14:45:00,1,neighbourhood,10108.0_0,,B1,10
1819,10110.0_0_B1,,D,Charlesworth,2Ave & 51St to 50St Walkway,53.43003745,-113.4187373,0.0025810185,0d 06:00:00,9d 14:45:00,1,neighbourhood,10110.0_0,,B1,10
1820,10114.0_0_B1,,D,Windermere,Windermere Blvd: Windermere Dr - Terwillegar Dr,53.43960311,-113.6269381,0.011875,0d 06:00:00,9d 14:45:00,1,neighbourhood,10114.0_0,,B1,10
1821,10115.0_0_B1,,D,Windermere,Windermere Blvd: Windermere Dr - Terwillegar Dr,53.43949725,-113.6197833,0.0015509259,0d 06:00:00,9d 14:45:00,1,neighbourhood,10115.0_0,,B1,10
1822,10117.0_0_B1,,D,Windermere,Ware Rd and Ware crescent walkway to Windermere wynd NW,53.44304336,-113.6200584,0.0018287037,0d 06:00:00,9d 14:45:00,1,neighbourhood,10117.0_0,,B1,10
1823,10124.0_0_B1,,D,Windermere,Windermere Blvd: Windermere Dr - Terwillegar Dr,53.43921938,-113.6196659,0.1503587963,0d 06:00:00,9d 14:45:00,1,neighbourhood,10124.0_0,,B1,10
1824,11.0_1_B1,,D,KINISKI GARDENS,NORTH OF 3453-35 ST,53.46538095,-113.3947684,0.0047222222,10d 06:00:00,20d 14:45:00,1,neighbourhood,11.0_1,,B1,1
1825,14.0_1_B1,,D,SUMMERSIDE,88 St: West Side Summerside Grande Blvd - Savaryn Drive,53.41533314,-113.4674006,0.0158333333,10d 06:00:00,20d 14:45:00,1,neighbourhood,14.0_1,,B1,1
1826,64.0_1_B1,,D,OTTEWELL,74 ST-96B AVE,53.53620179,-113.440336,0.0670833333,11d 06:00:00,11d 14:45:00,1,neighbourhood,64.0_1,11.0,B1,1
1827,69.0_1_B1,,D,KENILWORTH,82 AVE-W OF 50 ST,53.51814912,-113.4199973,0.0044444444,10d 06:00:00,20d 14:45:00,1,neighbourhood,69.0_1,,B1,1
1828,72.0_1_B1,,D,JACKSON HEIGHTS,N/S SIDE BTWN 50 ST & JACKSON ROAD,53.48499448,-113.4147234,0.0031944444,10d 06:00:00,20d 14:45:00,1,neighbourhood,72.0_1,,B1,1
1829,100.0_1_B1,,D,GREENVIEW,GRAND MEADOW CRESENT - E. OF 62 ST,53.47648078,-113.4318203,0.0011111111,10d 06:00:00,20d 14:45:00,1,neighbourhood,100.0_1,,B1,1
1830,101.0_1_B1,,D,GREENVIEW,56 ST - 41 AVE,53.47706533,-113.4224579,0.0066666667,10d 06:00:00,20d 14:45:00,1,neighbourhood,101.0_1,,B1,1
1831,103.0_1_B1,,D,AVONMORE,89 ST-75 AVE,53.51147159,-113.4623148,0.0379166667,20d 06:00:00,20d 14:45:00,1,neighbourhood,103.0_1,20.0,B1,1
1832,106.0_1_B1,,D,RITCHIE,98 ST-77 AVE,53.51372262,-113.4813008,0.15125,20d 06:00:00,20d 14:45:00,1,neighbourhood,106.0_1,20.0,B1,1
1833,107.0_1_B1,,D,RITCHIE,97 ST-74 AVE,53.51014172,-113.4792693,0.01625,10d 06:00:00,20d 14:45:00,1,neighbourhood,107.0_1,,B1,1
1834,128.0_1_B1,,D,STRATHCONA INDUSTRIAL PARK,N/S 34 AVE: 103 ST - 91 ST,53.4660411,-113.4728329,0.0584722222,16d 06:00:00,16d 14:45:00,1,roadway,128.0_1,16.0,B1,1
1835,132.0_1_B1,,D,KENILWORTH,NORTH OF 82 AVE-50-64 ST,53.51875284,-113.4242616,0.1097222222,13d 06:00:00,13d 14:45:00,1,neighbourhood,132.0_1,13.0,B1,1
1836,147.0_1_B1,,D,KING EDWARD PARK,75 ST-BTWN-76-80 AVE,53.51487708,-113.4429069,0.0077777778,10d 06:00:00,20d 14:45:00,1,neighbourhood,147.0_1,,B1,1
1837,164.0_1_B1,,D,CRAWFORD PLAINS,12A AVE - BTWN 45 & 46 ST,53.44181187,-113.4096613,0.0038888889,10d 06:00:00,20d 14:45:00,1,neighbourhood,164.0_1,,B1,1
1838,165.0_1_B1,,D,CRAWFORD PLAINS,36 ST - 11 AVE,53.44014982,-113.3985109,0.0009722222,10d 06:00:00,20d 14:45:00,1,neighbourhood,165.0_1,,B1,1
1839,166.0_1_B1,,D,HILLVIEW,HILLVIEW CRESENT (53 ST &34 A AVE),53.46604928,-113.42359,0.0018055556,10d 06:00:00,20d 14:45:00,1,neighbourhood,166.0_1,,B1,1
1840,169.0_1_B1,,D,WILD ROSE,Between 1921 & 2103 - 37 Ave,53.471585,-113.3732625,0.0006944444,10d 06:00:00,20d 14:45:00,1,neighbourhood,169.0_1,,B1,1
1841,170.0_1_B1,,D,WILD ROSE,Between 1921 & 2103 - 36 Ave,53.47072251,-113.3732235,0.0006944444,10d 06:00:00,20d 14:45:00,1,neighbourhood,170.0_1,,B1,1
1842,181.0_1_B1,,D,CAPILANO,109 AVE-65 ST,53.5572473,-113.4252652,0.0347222222,13d 06:00:00,13d 14:45:00,1,neighbourhood,181.0_1,13.0,B1,1
1843,182.0_1_B1,,D,CAPILANO,108 AVE-65 ST,53.55581701,-113.4269073,0.0080555556,10d 06:00:00,20d 14:45:00,1,neighbourhood,182.0_1,,B1,1
1844,207.0_1_B1,,D,ELLERSLIE,N/S & C ELLERSLIE RD: 91 ST - EDWARDS DRI,53.4249867,-113.4648967,0.0515277778,15d 06:00:00,15d 14:45:00,1,roadway,207.0_1,15.0,B1,1
1845,217.0_1_B1,,D,GREENVIEW,55 ST - 39 AVE,53.47495511,-113.422836,0.0151388889,10d 06:00:00,20d 14:45:00,1,neighbourhood,217.0_1,,B1,1
1846,218.0_1_B1,,D,GREENVIEW,257 GREENOCH CRESENT,53.47853544,-113.424299,0.0016666667,10d 06:00:00,20d 14:45:00,1,neighbourhood,218.0_1,,B1,1
1847,231.0_1_B1,,D,DALY GROVE,36 ST-17-17B AVE,53.44562432,-113.397116,0.0011111111,10d 06:00:00,20d 14:45:00,1,neighbourhood,231.0_1,,B1,1
1848,232.0_1_B1,,D,GREENVIEW,51 ST -39 A AVE,53.47406098,-113.4179049,0.0098611111,10d 06:00:00,20d 14:45:00,1,neighbourhood,232.0_1,,B1,1
1849,236.0_1_B1,,D,DALY GROVE,36 ST-20 AVE,53.45106651,-113.3981109,0.0013888889,10d 06:00:00,20d 14:45:00,1,neighbourhood,236.0_1,,B1,1
1850,237.0_1_B1,,D,CRAWFORD PLAINS,36 ST - 12A AVE,53.44011451,-113.4001857,0.0016666667,10d 06:00:00,20d 14:45:00,1,neighbourhood,237.0_1,,B1,1
1851,255.0_1_B1,,D,BISSET,35 ST-33 AVE,53.46321738,-113.3948895,0.0009722222,10d 06:00:00,20d 14:45:00,1,neighbourhood,255.0_1,,B1,1
1852,256.0_1_B1,,D,BISSET,NORTH OF 28A AVE BTWN 34-37 ST,53.45953514,-113.3959923,0.0438888889,10d 06:00:00,20d 14:45:00,1,neighbourhood,256.0_1,,B1,1
1853,265.0_1_B1,,D,MICHAELS PARK,EAST OF 76 ST BTWN 41 AVE & PARK AREA,53.47890847,-113.4505464,0.0026388889,10d 06:00:00,20d 14:45:00,1,neighbourhood,265.0_1,,B1,1
1854,266.0_1_B1,,D,MICHAELS PARK,BTWN-WHITEMUD DRIVE-PIPELINE,53.4813995,-113.4445099,0.0497222222,10d 06:00:00,20d 14:45:00,1,neighbourhood,266.0_1,,B1,1
1855,267.0_1_B1,,D,MICHAELS PARK,NEXT TO 6762-39 AVE,53.47586961,-113.4445511,0.0043055556,10d 06:00:00,20d 14:45:00,1,neighbourhood,267.0_1,,B1,1
1856,270.0_1_B1,,D,KENILWORTH,89 Ave & 71 St,53.52290707,-113.4354382,0.1105555556,13d 06:00:00,13d 14:45:00,1,neighbourhood,270.0_1,13.0,B1,1
1857,276.0_1_B1,,D,KINISKI GARDENS,403 KIRKPATRICK CRESENT,53.47925609,-113.4022577,0.0023611111,10d 06:00:00,20d 14:45:00,1,neighbourhood,276.0_1,,B1,1
1858,278.0_1_B1,,D,KINISKI GARDENS,43 AVE & 38 ST - KIRKPATRICK CRESENT,53.4801263,-113.3999983,0.0038888889,10d 06:00:00,20d 14:45:00,1,neighbourhood,278.0_1,,B1,1
1859,279.0_1_B1,,D,KENILWORTH,84 AVE-73 ST,53.52016614,-113.4404997,0.0180555556,10d 06:00:00,20d 14:45:00,1,neighbourhood,279.0_1,,B1,1
1860,280.0_1_B1,,D,KENILWORTH,75 ST-84 AVE,53.52033983,-113.4427154,0.0020833333,10d 06:00:00,20d 14:45:00,1,neighbourhood,280.0_1,,B1,1
1861,291.0_1_B1,,D,EKOTA,21 AVE & 73 ST,53.45275672,-113.4456286,0.0048611111,10d 06:00:00,20d 14:45:00,1,neighbourhood,291.0_1,,B1,1
1862,307.0_1_B1,,D,GREENVIEW,40 - 43 AVE & GREENOCH CRESENT,53.47807414,-113.4236698,0.0676388889,10d 06:00:00,20d 14:45:00,1,neighbourhood,307.0_1,,B1,1
1863,308.0_1_B1,,D,GREENVIEW,40 - 43 AVE & GRANLEA CRESENT (P.P.),53.47925098,-113.4295846,0.065,10d 06:00:00,20d 14:45:00,1,neighbourhood,308.0_1,,B1,1
1864,309.0_1_B1,,D,FOREST HEIGHTS,82 ST-103 AVE,53.54472687,-113.4532601,0.0402777778,11d 06:00:00,11d 14:45:00,1,neighbourhood,309.0_1,11.0,B1,1
1865,310.0_1_B1,,D,GREENVIEW,153 GRANLEA CRESENT,53.47935367,-113.4311516,0.0030555556,10d 06:00:00,20d 14:45:00,1,neighbourhood,310.0_1,,B1,1
1866,381.0_1_B1,,D,EKOTA,68 ST - 22 AVE,53.45182828,-113.4381028,0.0048611111,10d 06:00:00,20d 14:45:00,1,neighbourhood,381.0_1,,B1,1
1867,382_0_1_B1,,D,BONNIE DOON,93 ST-92 AVE,53.52806581,-113.4707322,0.0577314815,14d 06:00:00,14d 14:45:00,1,neighbourhood,382_1,,B1,1
1868,382_1_1_B1,,D,BONNIE DOON,93 ST-92 AVE,53.52806581,-113.4707322,0.0577314815,14d 06:00:00,14d 14:45:00,1,neighbourhood,382_1,,B1,1
1869,382_2_1_B1,,D,BONNIE DOON,93 ST-92 AVE,53.52806581,-113.4707322,0.0577314815,14d 06:00:00,14d 14:45:00,1,neighbourhood,382_1,,B1,1
1870,383.0_1_B1,,D,HILLVIEW,HILLVIEW CRESENT (52 ST & 34 B AVE),53.46695088,-113.4212724,0.015,10d 06:00:00,20d 14:45:00,1,neighbourhood,383.0_1,,B1,1
1871,385.0_1_B1,,D,BONNIE DOON,95 AVE-94-95 ST,53.53191903,-113.4726713,0.0195833333,10d 06:00:00,20d 14:45:00,1,neighbourhood,385.0_1,,B1,1
1872,386.0_1_B1,,D,BONNIE DOON,90 AVE-88 ST,53.52545463,-113.4619454,0.0236111111,10d 06:00:00,20d 14:45:00,1,neighbourhood,386.0_1,,B1,1
1873,402.0_1_B1,,D,KAMEYOSEK,EAST SIDE MILLWOODS RD & 34-28 AVE,53.46369927,-113.4501914,0.0211111111,10d 06:00:00,20d 14:45:00,1,roadway,402.0_1,,B1,1
1874,403.0_1_B1,,D,MICHAELS PARK,MILLBOURNE ROAD E-41A AVE,53.47911282,-113.4438854,0.0061111111,10d 06:00:00,20d 14:45:00,1,neighbourhood,403.0_1,,B1,1
1875,404.0_1_B1,,D,KINISKI GARDENS,44 ST-KULAWY GATE (39 AVE),53.47431735,-113.4071166,0.0040277778,10d 06:00:00,20d 14:45:00,1,neighbourhood,404.0_1,,B1,1
1876,405.0_1_B1,,D,KINISKI GARDENS,1244 KAASA ROAD EAST,53.47069387,-113.3979464,0.0026388889,10d 06:00:00,20d 14:45:00,1,neighbourhood,405.0_1,,B1,1
1877,406.0_1_B1,,D,MEYONOHK,CONNECTS 89 ST-BACK LANE-BTWN-24-25A A,53.45386309,-113.4620099,0.0080555556,10d 06:00:00,20d 14:45:00,1,neighbourhood,406.0_1,,B1,1
1878,407.0_1_B1,,D,MEYONOHK,83 ST-BACK LANE-BTWN-26-27 AVE,53.45671841,-113.4595737,0.0026388889,10d 06:00:00,20d 14:45:00,1,neighbourhood,407.0_1,,B1,1
1879,408.0_1_B1,,D,MEYONOHK,89 ST - LAKEWOOD RD. WEST & 26-27 AVE,53.45687343,-113.4632328,0.0094444444,10d 06:00:00,20d 14:45:00,1,neighbourhood,408.0_1,,B1,1
1880,410.0_1_B1,,D,LARKSPUR,30 ST - W/SIDE 42 AVE TO 40 AVE,53.47811545,-113.3875818,0.0013888889,10d 06:00:00,20d 14:45:00,1,neighbourhood,410.0_1,,B1,1
1881,440.0_1_B1,,D,OTTEWELL,57 ST-96 AVE,53.53588945,-113.4230023,0.0054166667,10d 06:00:00,20d 14:45:00,1,neighbourhood,440.0_1,,B1,1
1882,468.0_1_B1,,D,CRAWFORD PLAINS,42 ST-12-10 AVE,53.43896847,-113.4071036,0.0909722222,18d 06:00:00,18d 14:45:00,1,neighbourhood,468.0_1,18.0,B1,1
1883,469.0_1_B1,,D,LEE RIDGE,LEE RIDGE RD-E 71 ST,53.46767804,-113.4416367,0.0611111111,10d 06:00:00,20d 14:45:00,1,neighbourhood,469.0_1,,B1,1
1884,470.0_1_B1,,D,BISSET,43 ST-25 AVE,53.45581327,-113.408386,0.0022222222,10d 06:00:00,20d 14:45:00,1,neighbourhood,470.0_1,,B1,1
1885,476.0_1_B1,,D,STRATHCONA,104 ST-SASKATCHEWAN DRIVE-83 AVE,53.5213299,-113.49756,0.0159722222,10d 06:00:00,20d 14:45:00,1,neighbourhood,476.0_1,,B1,1
1886,484.0_1_B1,,D,MEYONOHK,W. OF 78 ST & S. OF LAKEWOOD RD. SOUTH,53.45472483,-113.4505677,0.0011111111,10d 06:00:00,20d 14:45:00,1,neighbourhood,484.0_1,,B1,1
1887,511_0_1_B1,,D,CLOVERDALE,85 ST-STRATHEARN DRIVE,53.53669821,-113.4618982,0.0655555556,11d 06:00:00,11d 14:45:00,1,neighbourhood,511_1,11.0,B1,1
1890,511_1_1_B1,,D,CLOVERDALE,85 ST-STRATHEARN DRIVE,53.53669821,-113.4618982,0.0655555556,11d 06:00:00,11d 14:45:00,1,neighbourhood,511_1,11.0,B1,1
1893,511_2_1_B1,,D,CLOVERDALE,85 ST-STRATHEARN DRIVE,53.53669821,-113.4618982,0.0655555556,11d 06:00:00,11d 14:45:00,1,neighbourhood,511_1,11.0,B1,1
1896,534.0_1_B1,,D,SUMMERSIDE,SUMMERSIDE DRIVE: ELLERSLIE RD - 11 AVE,53.42428779,-113.4630607,0.0090277778,10d 06:00:00,20d 14:45:00,1,neighbourhood,534.0_1,,B1,1
1897,535.0_1_B1,,D,STRATHEARN,91 ST-STRATHEARN DRIVE,53.53453969,-113.4670204,0.0068055556,10d 06:00:00,20d 14:45:00,1,neighbourhood,535.0_1,,B1,1
1898,538.0_1_B1,,D,MEYOKUMIN,20A AVE-55 ST,53.4516189,-113.4239362,0.0401388889,10d 06:00:00,20d 14:45:00,1,neighbourhood,538.0_1,,B1,1
1899,547.0_1_B1,,D,EKOTA,73 ST - 21 AVE,53.45093514,-113.4441409,0.0059722222,10d 06:00:00,20d 14:45:00,1,neighbourhood,547.0_1,,B1,1
1900,548.0_1_B1,,D,EKOTA,70 ST - 21 AVE,53.45122102,-113.4407574,0.0031944444,10d 06:00:00,20d 14:45:00,1,neighbourhood,548.0_1,,B1,1
1901,553.0_1_B1,,D,LARKSPUR,33 ST - 41A AVE,53.47821022,-113.3915995,0.0019444444,10d 06:00:00,20d 14:45:00,1,neighbourhood,553.0_1,,B1,1
1902,558.0_1_B1,,D,TIPASKAN,3148 - 79 ST,53.46270509,-113.453122,0.0023611111,10d 06:00:00,20d 14:45:00,1,neighbourhood,558.0_1,,B1,1
1903,560.0_1_B1,,D,KINISKI GARDENS,264 KIRKWOOD AVE,53.48370558,-113.3994332,0.0019444444,10d 06:00:00,20d 14:45:00,1,neighbourhood,560.0_1,,B1,1
1904,561.0_1_B1,,D,KENILWORTH,7242 - 83 AVE/8313 - 75 ST,53.51932181,-113.4397248,0.0043055556,10d 06:00:00,20d 14:45:00,1,neighbourhood,561.0_1,,B1,1
1905,568.0_1_B1,,D,GAINER INDUSTRIAL,50 ST BTWN 76 & 82 AVE,53.51698107,-113.4182013,0.0097222222,20d 06:00:00,20d 14:45:00,1,neighbourhood,568.0_1,20.0,B1,1
1906,579.0_1_B1,,D,LEE RIDGE,EAST SIDE MILLWOODS RD & 36B AVE-34 AVE,53.46729849,-113.4503892,0.0505555556,10d 06:00:00,20d 14:45:00,1,roadway,579.0_1,,B1,1
1907,590.0_1_B1,,D,GOLD BAR,47 ST & 106B AVE,53.55320893,-113.4135622,0.0375,20d 06:00:00,20d 14:45:00,1,neighbourhood,590.0_1,20.0,B1,1
1908,596_0_1_B1,,D,PYLYPOW INDUSTRIAL,50 St: 70 Ave - Whitemud Drive Whitemud Drive,53.49914123,-113.4180896,0.0833333333,11d 06:00:00,11d 14:45:00,1,roadway,596_1,,B1,1
1909,596_1_1_B1,,D,PYLYPOW INDUSTRIAL,50 St: 70 Ave - Whitemud Drive Whitemud Drive,53.49914123,-113.4180896,0.0833333333,11d 06:00:00,11d 14:45:00,1,roadway,596_1,,B1,1
1910,596_2_1_B1,,D,PYLYPOW INDUSTRIAL,50 St: 70 Ave - Whitemud Drive Whitemud Drive,53.49914123,-113.4180896,0.0833333333,11d 06:00:00,11d 14:45:00,1,roadway,596_1,,B1,1
1911,597.0_1_B1,,D,TWEDDLE PLACE,W/S 76 ST: 38 AVE - WHITEMUD DRIVE,53.48042908,-113.4525123,0.0586111111,16d 06:00:00,16d 14:45:00,1,roadway,597.0_1,16.0,B1,1
1912,598.0_1_B1,,D,ELLERSLIE,Between 132 & 136 Easton Road SW,53.42752392,-113.4687742,0.0625,10d 06:00:00,20d 14:45:00,1,neighbourhood,598.0_1,,B1,1
1913,609.0_1_B1,,D,ELLERSLIE,Ellerslie Road & Edwards Drive,53.42520833,-113.4553127,0.0030555556,10d 06:00:00,20d 14:45:00,1,neighbourhood,609.0_1,,B1,1
1914,614.0_1_B1,,D,LEE RIDGE,71 ST-LEE RIDGE RD,53.46648414,-113.4425609,0.0098611111,10d 06:00:00,20d 14:45:00,1,neighbourhood,614.0_1,,B1,1
1915,615.0_1_B1,,D,LEE RIDGE,BTWN-38 AVE-SCHOOL-ADJ CLINIC,53.47314712,-113.447766,0.0151388889,10d 06:00:00,20d 14:45:00,1,neighbourhood,615.0_1,,B1,1
1916,623.0_1_B1,,D,EKOTA,KNOTTWOOD RD. EAST -68 ST & N. OF 19 AVE,53.45082585,-113.4393637,0.0330555556,10d 06:00:00,20d 14:45:00,1,neighbourhood,623.0_1,,B1,1
1917,624.0_1_B1,,D,EKOTA,SOUTH 19 AVE-BTWN-68 ST-KW RD EAST,53.44871371,-113.4392548,0.0027777778,10d 06:00:00,20d 14:45:00,1,neighbourhood,624.0_1,,B1,1
1918,626.0_1_B1,,D,EKOTA,CONNECTING KW RD N-18 AVE-BTWN-73-75 S,53.4489733,-113.446011,0.0055555556,10d 06:00:00,20d 14:45:00,1,neighbourhood,626.0_1,,B1,1
1919,640.0_1_B1,,D,LARKSPUR,44B AVE-28-29 ST,53.48335537,-113.3849588,0.0044444444,10d 06:00:00,20d 14:45:00,1,neighbourhood,640.0_1,,B1,1
1920,642.0_1_B1,,D,LARKSPUR,39-41 AVE & 23 ST-TRANSALTA R.O.W.,53.47865242,-113.3791748,0.1122222222,14d 06:00:00,14d 14:45:00,1,neighbourhood,642.0_1,14.0,B1,1
1921,643.0_1_B1,,D,KING EDWARD PARK,77 AVE-73 ST,53.51372686,-113.4410012,0.1555555556,11d 06:00:00,11d 14:45:00,1,neighbourhood,643.0_1,11.0,B1,1
1922,662.0_1_B1,,D,WILD ROSE,BESIDE 364 WILD ROSE WAY,53.47572009,-113.3709659,0.0016666667,10d 06:00:00,20d 14:45:00,1,neighbourhood,662.0_1,,B1,1
1923,666.0_1_B1,,D,WALKER,ROAD RIGHT OF WAY: S/S ELLERSLIE RD,53.424798362,-113.419698009,0.0421064815,10d 06:00:00,20d 14:45:00,1,roadway,666.0_1,,B1,1
1924,693.0_1_B1,,D,MICHAELS PARK,74 ST-44 AVE,53.48356597,-113.4516076,0.0095833333,10d 06:00:00,20d 14:45:00,1,neighbourhood,693.0_1,,B1,1
1925,694.0_1_B1,,D,IDYLWYLDE,81 ST-86 AVE,53.5228885,-113.4517041,0.0595833333,10d 06:00:00,20d 14:45:00,1,neighbourhood,694.0_1,,B1,1
1926,696.0_1_B1,,D,MEYONOHK,24 AVE-W 85 ST,53.45257951,-113.4610376,0.0008333333,10d 06:00:00,20d 14:45:00,1,neighbourhood,696.0_1,,B1,1
1927,724.0_1_B1,,D,MCINTYRE INDUSTRIAL,86 ST-BTWN WHITEMUD DRIVE-51 AVE,53.48643348,-113.4537909,0.0123611111,10d 06:00:00,20d 14:45:00,1,roadway,724.0_1,,B1,1
1928,773.0_1_B1,,D,GREENVIEW,38A AVE-W 51 ST,53.47087639,-113.4185957,0.0030555556,10d 06:00:00,20d 14:45:00,1,neighbourhood,773.0_1,,B1,1
1929,777.0_1_B1,,D,CRAWFORD PLAINS,Road Allowance,53.44096431,-113.3942473,0.0486111111,14d 06:00:00,14d 14:45:00,1,roadway,777.0_1,14.0,B1,1
1930,781.0_1_B1,,D,HILLVIEW,53 ST - 35 AVE,53.46754635,-113.4223962,0.0018055556,10d 06:00:00,20d 14:45:00,1,neighbourhood,781.0_1,,B1,1
1931,786.0_1_B1,,D,WILD ROSE,35B Ave: 31 St - 29 St,53.4680613,-113.3865062,0.0070833333,10d 06:00:00,20d 14:45:00,1,neighbourhood,786.0_1,,B1,1
1932,787.0_1_B1,,D,SUMMERSIDE,1202 Summerside Drive,53.42230666,-113.4668491,0.0472222222,14d 06:00:00,14d 14:45:00,1,neighbourhood,787.0_1,14.0,B1,1
1933,789.0_1_B1,,D,TIPASKAN,NORTH SIDE 28 AVE & LAKEWOOD RD WEST -,53.45895751,-113.4568045,0.0777777778,16d 06:00:00,16d 14:45:00,1,roadway,789.0_1,16.0,B1,1
1934,793.0_1_B1,,D,CRAWFORD PLAINS,39 ST-N 12 AVE,53.44114538,-113.4013158,0.0011111111,10d 06:00:00,20d 14:45:00,1,neighbourhood,793.0_1,,B1,1
1935,809.0_1_B1,,D,HOLYROOD,82-83 ST-BTWN-91-92 AVE,53.52644386,-113.4541092,0.0031944444,10d 06:00:00,20d 14:45:00,1,neighbourhood,809.0_1,,B1,1
1936,820.0_1_B1,,D,SATOO,78 ST-BTWN-21-22 AVE,53.45229309,-113.4495041,0.0077777778,10d 06:00:00,20d 14:45:00,1,neighbourhood,820.0_1,,B1,1
1937,841.0_1_B1,,D,IDYLWYLDE,76 ST-88 AVE,53.52354243,-113.4443855,0.0208333333,10d 06:00:00,20d 14:45:00,1,neighbourhood,841.0_1,,B1,1
1938,859.0_1_B1,,D,STRATHCONA INDUSTRIAL PARK,39 AVE & 92-91 ST,53.47412343,-113.4682701,0.0044444444,10d 06:00:00,20d 14:45:00,1,roadway,859.0_1,,B1,1
1939,862.0_1_B1,,D,TWEDDLE PLACE,WEST SIDE MILLBOURNE RD BTWN ALLEY & 3,53.47579203,-113.4586733,0.0036111111,10d 06:00:00,20d 14:45:00,1,neighbourhood,862.0_1,,B1,1
1940,863.0_1_B1,,D,TWEDDLE PLACE,77 ST-BTWN-41-40 AVE,53.47758279,-113.4529992,0.0054166667,10d 06:00:00,20d 14:45:00,1,neighbourhood,863.0_1,,B1,1
1941,881.0_1_B1,,D,ARGYLL,86 ST-67 AVE,53.5024862,-113.45885,0.0219444444,10d 06:00:00,20d 14:45:00,1,neighbourhood,881.0_1,,B1,1
1942,883.0_1_B1,,D,CLOVERDALE,9812 96A Street NW,53.53870576,-113.4795739,0.1666666667,10d 06:00:00,10d 14:45:00,1,neighbourhood,883.0_1,10.0,B1,1
1943,906.0_1_B1,,D,KINISKI GARDENS,NORTH SIDE 38 AVE-BTWN 38-41 ST,53.47279653,-113.3993744,0.0029166667,10d 06:00:00,20d 14:45:00,1,roadway,906.0_1,,B1,1
1944,910.0_1_B1,,D,MEYONOHK,WEST SIDE 85 ST BTWN 23 AVE & 24 AVE,53.45234693,-113.4600996,0.0034722222,10d 06:00:00,20d 14:45:00,1,neighbourhood,910.0_1,,B1,1
1945,926.0_1_B1,,D,STRATHCONA,89 AVE-100 ST,53.52461864,-113.4895913,0.0297222222,10d 06:00:00,20d 14:45:00,1,neighbourhood,926.0_1,,B1,1
1946,947.0_1_B1,,D,ARGYLL,ARGYLL RD N/S BTWN 86 ST & 83 ST,53.50190593,-113.4560504,0.0151388889,20d 06:00:00,20d 14:45:00,1,neighbourhood,947.0_1,20.0,B1,1
1947,953.0_1_B1,,D,MENISA,68 ST - 11 AVE,53.4400904,-113.4415886,0.0072222222,10d 06:00:00,20d 14:45:00,1,neighbourhood,953.0_1,,B1,1
1948,954.0_1_B1,,D,MENISA,70 ST - 12 AVE,53.44215484,-113.4430531,0.0026388889,10d 06:00:00,20d 14:45:00,1,neighbourhood,954.0_1,,B1,1
1949,969.0_1_B1,,D,GREENVIEW,140 GRANLEA CRESENT,53.48040848,-113.4302079,0.0020833333,10d 06:00:00,20d 14:45:00,1,neighbourhood,969.0_1,,B1,1
1950,975.0_1_B1,,D,MICHAELS PARK,SOUTH SIDE/WS MILBOURNE RD E & E OF 74,53.48161951,-113.4476131,0.1022222222,10d 06:00:00,20d 14:45:00,1,neighbourhood,975.0_1,,B1,1
1951,976.0_1_B1,,D,BISSET,SOUTH SIDE 23 AVE BTWN 38-34 ST,53.45366325,-113.3962258,0.0441666667,14d 06:00:00,14d 14:45:00,1,roadway,976.0_1,14.0,B1,1
