,Id,Level,address,cluster,day,end-time,index,job-id,latitude,longitude,name,priority,quantity,raw-id,required-skills,service-duration,start-time,type
1961,1174.0_1_B1,B1,64 AVE-86-87 ST,,,20d 14:45:00,,,53.50075934,-113.4611437,ARGYLL,1,1,1174.0_1,neighbourhood,0.5500000007999999,10d 06:00:00,D
1962,1175.0_1_B1,B1,87 ST-68 AVE,,,20d 14:45:00,,,53.50386697,-113.4623646,ARGYLL,1,1,1175.0_1,neighbourhood,0.5066666664,10d 06:00:00,D
1963,1176.0_1_B1,B1,87 ST-75 AVE,,,20d 14:45:00,,,53.51111583,-113.46078529999998,AVONMORE,1,1,1176.0_1,neighbourhood,0.5766666671999999,10d 06:00:00,D
1964,1177.0_1_B1,B1,49 ST-S 27 AVE/24 AVE-49A ST,,,20d 14:45:00,,,53.45756451,-113.4189917,WEINLOS,1,1,1177.0_1,neighbourhood,1.4466666672000001,10d 06:00:00,D
1967,1184.0_1_B1,B1,81 ST - 33 AVE,,,20d 14:45:00,,,53.46414889,-113.45524329999999,TIPASKAN,1,1,1184.0_1,neighbourhood,0.24,10d 06:00:00,D
1968,1187.0_1_B1,B1,66 AVE-86 ST,,,20d 14:45:00,,,53.502250399999994,-113.4615795,ARGYLL,1,1,1187.0_1,neighbourhood,1.6833333336,10d 06:00:00,D
1969,1201.0_1_B1,B1,68 - 72 ST & 10 AVE - KNOTTWOOD RD. EAST,,,20d 14:45:00,,,53.44102796,-113.4436001,MENISA,1,1,1201.0_1,neighbourhood,2.1033333336,10d 06:00:00,D
1970,1202.0_1_B1,B1,BTWN-11-10 AVE-72 ST,,,20d 14:45:00,,,53.43910077,-113.4446028,MENISA,1,1,1202.0_1,neighbourhood,0.20666666639999998,10d 06:00:00,D
1972,1228.0_1_B1,B1,90 AVE-100 ST,,,20d 14:45:00,,,53.52571401,-113.4889881,STRATHCONA,1,1,1228.0_1,neighbourhood,0.9833333328000001,10d 06:00:00,D
1974,1253.0_1_B1,B1,8729 - 58 Avenue,,,20d 14:45:00,,,53.49184378,-113.46000090000001,DAVIES INDUSTRIAL WEST,1,1,1253.0_1,neighbourhood,0.6266666663999999,10d 06:00:00,D
1977,1308.0_1_B1,B1,LEE RIDGE RD-N 36A AVE,,,20d 14:45:00,,,53.47247757,-113.44112849999999,LEE RIDGE,1,1,1308.0_1,neighbourhood,1.0633333344,10d 06:00:00,D
1978,1312.0_1_B1,B1,BTWN-19A-23 AVE-E 61 ST,,,20d 14:45:00,,,53.45190384,-113.4304811,MEYOKUMIN,1,1,1312.0_1,neighbourhood,1.1133333336,10d 06:00:00,D
1979,1313.0_1_B1,B1,37-38 AVE & 32-34 ST,,18.0,18d 14:45:00,,,53.47213596,-113.3919408,LARKSPUR,1,1,1313.0_1,neighbourhood,1.2133333344,18d 06:00:00,D
1980,1316.0_1_B1,B1,54 ST-94 AVE,,,20d 14:45:00,,,53.53171493,-113.4217322,OTTEWELL,1,1,1316.0_1,neighbourhood,0.8899999992000001,10d 06:00:00,D
1985,1361.0_1_B1,B1,31-33 ST-43-44 AVE,,,20d 14:45:00,,,53.48157221,-113.39082890000002,LARKSPUR,1,1,1361.0_1,neighbourhood,3.6133333344,10d 06:00:00,D
1991,1435.0_1_B1,B1,BTWN-KNOTTWOOD RD S-10 AVE-W OF 82 ST,,,20d 14:45:00,,,53.44120747,-113.4595298,SATOO,1,1,1435.0_1,neighbourhood,0.6799999992,10d 06:00:00,D
1994,1446.0_1_B1,B1,58 AVE-87 ST,,,20d 14:45:00,,,53.49314887,-113.4595989,DAVIES INDUSTRIAL WEST,1,1,1446.0_1,neighbourhood,0.4300000008,10d 06:00:00,D
1995,1447.0_1_B1,B1,NORTH SIDE MILLWOODS RD-BTWN-91 ST-38,,,20d 14:45:00,,,53.47401729,-113.4594378,TWEDDLE PLACE,1,1,1447.0_1,roadway,0.49333333440000005,10d 06:00:00,D
1997,1450.0_1_B1,B1,BTWN-85-91 ST,,17.0,17d 14:45:00,,,53.46912852,-113.4624634,RICHFIELD,1,1,1450.0_1,neighbourhood,1.2799999992,17d 06:00:00,D
1998,1451.0_1_B1,B1,MILLBOURNE RD E-LEE RIDGE RD-N 36A AVE,,,20d 14:45:00,,,53.47182007,-113.44302379999999,LEE RIDGE,1,1,1451.0_1,neighbourhood,1.6866666672,10d 06:00:00,D
1999,1452.0_1_B1,B1,87 -89 ST & 33 AVE - LAKEWOOD RD. NORTH,,,20d 14:45:00,,,53.46316160000001,-113.4618949,TIPASKAN,1,1,1452.0_1,neighbourhood,0.4066666656,10d 06:00:00,D
2000,1453.0_1_B1,B1,89 ST BTWN 29 & 30 AVE,,,20d 14:45:00,,,53.46072409,-113.46233400000001,TIPASKAN,1,1,1453.0_1,neighbourhood,0.19999999919999997,10d 06:00:00,D
2001,1456.0_1_B1,B1,NORTH SIDE 90 AVE-75 ST,,,20d 14:45:00,,,53.52541651,-113.44071100000001,OTTEWELL,1,1,1456.0_1,neighbourhood,0.5500000007999999,10d 06:00:00,D
2002,1457.0_1_B1,B1,89 ST SW & 8 AVE SW,,,20d 14:45:00,,,53.425592599999995,-113.4703023,ELLERSLIE,1,1,1457.0_1,neighbourhood,0.33333333359999995,10d 06:00:00,D
2007,1497.0_1_B1,B1,76 St - Millbourne Road West,,,20d 14:45:00,,,53.47941443,-113.45456909999999,TWEDDLE PLACE,1,1,1497.0_1,neighbourhood,1.4200000008,10d 06:00:00,D
2008,1508.0_1_B1,B1,85 AVE-104 ST,,18.0,18d 14:45:00,,,53.52136465,-113.49695619999999,STRATHCONA,1,1,1508.0_1,neighbourhood,0.6666666671999999,18d 06:00:00,D
2011,1568.0_1_B1,B1,56-58 ST & 10-11A AVE,,,20d 14:45:00,,,53.43892909,-113.426705,SAKAW,1,1,1568.0_1,neighbourhood,1.3699999992,10d 06:00:00,D
2012,1583.0_1_B1,B1,72 AVE-85 ST,,,20d 14:45:00,,,53.50808986,-113.4573469,AVONMORE,1,1,1583.0_1,neighbourhood,1.0433333328,10d 06:00:00,D
2013,1589.0_1_B1,B1,NORTH OF KITTLITZ PARK: 29 - 30 ST,,,20d 14:45:00,,,53.51881167,-113.4962756,WILD ROSE,1,1,1589.0_1,neighbourhood,0.2800000008,10d 06:00:00,D
2015,1600.0_1_B1,B1,SILVER BERRY RD: 34 ST - 32 AVE,,,20d 14:45:00,,,53.44018994,-113.4292992,SILVER BERRY,1,1,1600.0_1,neighbourhood,0.46666666560000003,10d 06:00:00,D
2018,1612_0_1_B1,B1,MILLBOURNE ROAD E-70 ST,,,14d 14:45:00,,,53.4792581,-113.4489091,MICHAELS PARK,1,1,1612_1,neighbourhood,1.3800000000000001,14d 06:00:00,D
2019,1612_1_1_B1,B1,MILLBOURNE ROAD E-70 ST,,,14d 14:45:00,,,53.4792581,-113.4489091,MICHAELS PARK,1,1,1612_1,neighbourhood,1.3800000000000001,14d 06:00:00,D
2020,1612_2_1_B1,B1,MILLBOURNE ROAD E-70 ST,,,14d 14:45:00,,,53.4792581,-113.4489091,MICHAELS PARK,1,1,1612_1,neighbourhood,1.3800000000000001,14d 06:00:00,D
2022,1623.0_1_B1,B1,NORTH SIDE 23 AVE-BTWN MILLWOODS RD E- 38 ST,,15.0,15d 14:45:00,,,53.45485526,-113.4033495,BISSET,1,1,1623.0_1,roadway,1.0900000008,15d 06:00:00,D
2023,1624.0_1_B1,B1,56 ST - 11 AVE,,,20d 14:45:00,,,53.43937612,-113.42443059999998,SAKAW,1,1,1624.0_1,neighbourhood,0.1766666664,10d 06:00:00,D
2032,1654.0_1_B1,B1,63 AVE SOUTH SIDE BTWN 91-86 ST.,,,20d 14:45:00,,,53.49982618,-113.46237659999998,CORONET ADDITION INDUSTRIAL,1,1,1654.0_1,neighbourhood,0.8266666655999999,10d 06:00:00,D
2033,1658.0_1_B1,B1,108 AVE-67 ST,,13.0,13d 14:45:00,,,53.55564341,-113.42972169999999,CAPILANO,1,1,1658.0_1,neighbourhood,1.2666666672,13d 06:00:00,D
2036,1714.0_1_B1,B1,80-81 ST & LAKEWOOD RD. NORTH - 34 AVE,,,20d 14:45:00,,,53.4638973,-113.45441609999999,TIPASKAN,1,1,1714.0_1,neighbourhood,0.9866666664,10d 06:00:00,D
2039,1752.0_1_B1,B1,BTWN-34-36 AVE-BTWN-79-81 ST,,,20d 14:45:00,,,53.46680909,-113.4546789,RICHFIELD,1,1,1752.0_1,neighbourhood,2.8466666664,10d 06:00:00,D
2040,1759.0_1_B1,B1,NORTH 44 AVE-E 83 ST,,,20d 14:45:00,,,53.48332882,-113.45771979999999,TWEDDLE PLACE,1,1,1759.0_1,neighbourhood,2.0666666663999997,10d 06:00:00,D
2043,1771.0_1_B1,B1,NORTH SIDE 34 AVE-91 ST-MILLWOODS RD W,,,20d 14:45:00,,,53.46537684,-113.4587719,RICHFIELD,1,1,1771.0_1,roadway,3.1833333336000003,10d 06:00:00,D
2044,1778.0_1_B1,B1,11 AVE-58 ST,,14.0,14d 14:45:00,,,53.44264997,-113.4290041,SAKAW,1,1,1778.0_1,neighbourhood,2.6066666663999998,14d 06:00:00,D
2045,1779.0_1_B1,B1,WEST SIDE FROM 38 AVE-40 AVE,,,20d 14:45:00,,,53.47325833,-113.41226670000002,JACKSON HEIGHTS,1,1,1779.0_1,neighbourhood,1.9933333344,10d 06:00:00,D
2046,1782.0_1_B1,B1,BTWN-S OF 10 AVE-KNOTTWOOD RD S-87-88 S,,,20d 14:45:00,,,53.44243432,-113.46353859999999,SATOO,1,1,1782.0_1,neighbourhood,2.8466666664,10d 06:00:00,D
2048,1787.0_1_B1,B1,SOUTH SIDE 42 AVE-BTWN WALKWAY-48 ST,,,20d 14:45:00,,,53.4776149,-113.414709,JACKSON HEIGHTS,1,1,1787.0_1,neighbourhood,0.51,10d 06:00:00,D
2049,1792.0_1_B1,B1,NORTH SIDE/C OF 38 AVE-BTWN 38 ST-WW AT,,,20d 14:45:00,,,53.47299555,-113.3954121,KINISKI GARDENS,1,1,1792.0_1,roadway,0.4466666664,10d 06:00:00,D
2050,1797.0_1_B1,B1,ADJ TO N&E AREAS OF MENISA SCHOOL,,,20d 14:45:00,,,53.44398441,-113.4470709,MENISA,1,1,1797.0_1,neighbourhood,1.3233333336,10d 06:00:00,D
2052,1814.0_1_B1,B1,43A AVE - WHITEMUD DRIVE WEST OF 23 ST,,18.0,18d 14:45:00,,,53.48249405,-113.38069650000001,LARKSPUR,1,1,1814.0_1,neighbourhood,1.7733333335999997,18d 06:00:00,D
2053,1823.0_1_B1,B1,Mill Woods Rd: 23 Ave - 21 Ave,,,20d 14:45:00,,,53.45268009,-113.4471929,EKOTA,1,1,1823.0_1,neighbourhood,1.6000000008000002,10d 06:00:00,D
2054,1825.0_1_B1,B1,76 AVE & 89 - 95 ST,,20.0,20d 14:45:00,,,53.51228056,-113.46825630000001,MILL CREEK RAVINE SOUTH,1,1,1825.0_1,neighbourhood,0.27,20d 06:00:00,D
2057,1837.0_1_B1,B1,SOUTH SIDE&C 23 AVE-BTWN 91-85 ST,,16.0,16d 14:45:00,,,53.45169814,-113.46323980000001,SATOO,1,1,1837.0_1,roadway,0.21000000000000002,16d 06:00:00,D
2058,1841.0_1_B1,B1,83 ST & 44 AVE,,,20d 14:45:00,,,53.48192802,-113.45684709999999,TWEDDLE PLACE,1,1,1841.0_1,neighbourhood,1.3333333343999998,10d 06:00:00,D
2059,1842.0_1_B1,B1,BTWN-MW RD-KW RD-WS SCHOOL BTWN 75-7,,,20d 14:45:00,,,53.44429154,-113.4504405,MENISA,1,1,1842.0_1,neighbourhood,0.8400000000000001,10d 06:00:00,D
2061,1849_0_1_B1,B1,31A ST SOUTH OF 34A AVE,,,14d 14:45:00,,,53.46649685,-113.38542779999999,WILD ROSE,1,1,1849_1,neighbourhood,1.4444444448,14d 06:00:00,D
2062,1849_1_1_B1,B1,31A ST SOUTH OF 34A AVE,,,14d 14:45:00,,,53.46649685,-113.38542779999999,WILD ROSE,1,1,1849_1,neighbourhood,1.4444444448,14d 06:00:00,D
2063,1849_2_1_B1,B1,31A ST SOUTH OF 34A AVE,,,14d 14:45:00,,,53.46649685,-113.38542779999999,WILD ROSE,1,1,1849_1,neighbourhood,1.4444444448,14d 06:00:00,D
2064,1850.0_1_B1,B1,EAST SIDE 34 ST-BTWN LAKE-S ENTRANCE R,,,20d 14:45:00,,,53.46936302,-113.3935295,WILD ROSE,1,1,1850.0_1,roadway,0.2299999992,10d 06:00:00,D
2066,1854.0_1_B1,B1,80 ST-76 AVE,,18.0,18d 14:45:00,,,53.51080393,-113.44925020000001,AVONMORE,1,1,1854.0_1,neighbourhood,1.7333333327999998,18d 06:00:00,D
2067,1860.0_1_B1,B1,NE CORNER OF ROWLAND ROAD,,,20d 14:45:00,,,53.5525782,-113.44016529999999,FOREST HEIGHTS,1,1,1860.0_1,neighbourhood,0.38333333280000004,10d 06:00:00,D
2068,1863.0_1_B1,B1,KNOTTWOOD RD W-91 ST-BTWN-18-19 AVE,,,20d 14:45:00,,,53.44800717,-113.4642232,SATOO,1,1,1863.0_1,neighbourhood,0.7399999992,10d 06:00:00,D
2069,1867_0_1_B1,B1,88 ST-69 AVE,,13.0,13d 14:45:00,,,53.50596204,-113.46371429999999,ARGYLL,1,1,1867_1,neighbourhood,1.7409259248,13d 06:00:00,D
2070,1867_1_1_B1,B1,88 ST-69 AVE,,13.0,13d 14:45:00,,,53.50596204,-113.46371429999999,ARGYLL,1,1,1867_1,neighbourhood,1.7409259248,13d 06:00:00,D
2071,1867_2_1_B1,B1,88 ST-69 AVE,,13.0,13d 14:45:00,,,53.50596204,-113.46371429999999,ARGYLL,1,1,1867_1,neighbourhood,1.7409259248,13d 06:00:00,D
2072,1868.0_1_B1,B1,70-75 AVE - 85ST TO RAVINE,,13.0,13d 14:45:00,,,53.50873972,-113.46091159999999,MILL CREEK RAVINE SOUTH,1,1,1868.0_1,neighbourhood,0.9633333336000001,13d 06:00:00,D
2073,1870.0_1_B1,B1,ISLAND NE CORNER 75 ST & ARGYLE RD.,,17.0,17d 14:45:00,,,53.50977333,-113.4432727,CORONET ADDITION INDUSTRIAL,1,1,1870.0_1,neighbourhood,0.2800000008,17d 06:00:00,D
2074,1877.0_1_B1,B1,EAST OF 81 ST-70-71 AVE,,,20d 14:45:00,,,53.50650567,-113.45070859999998,AVONMORE,1,1,1877.0_1,neighbourhood,0.8066666664,10d 06:00:00,D
2075,1889.0_1_B1,B1,WS/C 91 ST BTWN 28 & 34 AVE,,16.0,16d 14:45:00,,,53.46193542,-113.46709809999999,TIPASKAN,1,1,1889.0_1,roadway,1.4966666664000001,16d 06:00:00,D
2076,1892.0_1_B1,B1,WHITEMUD DRIVE : ROW TO CITY LIMITS,,,20d 14:45:00,,,53.483201924,-113.357345335,MAPLE RIDGE INDUSTRIAL,1,1,1892.0_1,roadway,2.1377777784,10d 06:00:00,D
2077,1894.0_1_B1,B1,WEST OF 76 ST-BTWN-98A-99 AVE,,,20d 14:45:00,,,53.53897702,-113.44554550000001,FOREST HEIGHTS,1,1,1894.0_1,neighbourhood,2.7233333328000002,10d 06:00:00,D
2079,1896.0_1_B1,B1,N/S 34 AVE: 34 ST - MILLWOODS RD E,,,20d 14:45:00,,,53.46389669,-113.40031689999999,MINCHAU,1,1,1896.0_1,roadway,1.9900000008,10d 06:00:00,D
2080,1905.0_1_B1,B1,91 ST BTWN 51 AVE & WHITEMUD DRIVE,,16.0,16d 14:45:00,,,53.48513048,-113.46638229999999,MCINTYRE INDUSTRIAL,1,1,1905.0_1,roadway,1.0733333327999999,16d 06:00:00,D
2082,1910.0_1_B1,B1,BTWN LAKEWOOD RD S-28 AVE-83 ST,,,20d 14:45:00,,,53.45633745,-113.45727439999999,MEYONOHK,1,1,1910.0_1,neighbourhood,2.2699999992,10d 06:00:00,D
2085,1944.0_1_B1,B1,E/S & C 34 ST: WHITEMUD DR - 38 AVE,,,20d 14:45:00,,,53.48098194,-113.393479,KINISKI GARDENS,1,1,1944.0_1,roadway,2.0500000008,10d 06:00:00,D
2086,1965.0_1_B1,B1,BTWN 34 AVE-SCHOOL-BTWN-73-74 ST,,,20d 14:45:00,,,53.4639958,-113.4461327,KAMEYOSEK,1,1,1965.0_1,neighbourhood,1.4633333328,10d 06:00:00,D
2087,1966.0_1_B1,B1,105A AVE-69-70 ST,,,20d 14:45:00,,,53.5473042,-113.43463659999999,FULTON PLACE,1,1,1966.0_1,neighbourhood,1.2266666664,10d 06:00:00,D
2088,1967.0_1_B1,B1,SOUTH SIDE MILLWOODS RD S-BTWN 50 ST-C,,,20d 14:45:00,,,53.44403276,-113.41106429999999,CRAWFORD PLAINS,1,1,1967.0_1,roadway,3.1699999992,10d 06:00:00,D
2090,1980.0_1_B1,B1,WEST SIDE 34 ST 18-23 AVE & WEST SIDE 34 ST 16A - 18 AVE,,14.0,14d 14:45:00,,,53.44893668,-113.39412820000001,DALY GROVE,1,1,1980.0_1,roadway,3.0666666672,14d 06:00:00,D
2092,2005.0_1_B1,B1,WEST SIDE EKOTA SCHOOL,,,20d 14:45:00,,,53.44873045,-113.443077,EKOTA,1,1,2005.0_1,neighbourhood,1.8799999992,10d 06:00:00,D
2093,2006.0_1_B1,B1,NORTH OF 20 AVE-BTWN 41 ST-MILLWOODS R,,,20d 14:45:00,,,53.45345882,-113.407104,DALY GROVE,1,1,2006.0_1,neighbourhood,2.5000000008,10d 06:00:00,D
2094,2014_0_1_B1,B1,10977-50 STREET,,,13d 14:45:00,,,53.56051041,-113.4122403,RIVER VALLEY GOLD BAR,1,1,2014_1,neighbourhood,1.5466666656,13d 06:00:00,D
2095,2014_1_1_B1,B1,10977-50 STREET,,,13d 14:45:00,,,53.56051041,-113.4122403,RIVER VALLEY GOLD BAR,1,1,2014_1,neighbourhood,1.5466666656,13d 06:00:00,D
2096,2014_2_1_B1,B1,10977-50 STREET,,,13d 14:45:00,,,53.56051041,-113.4122403,RIVER VALLEY GOLD BAR,1,1,2014_1,neighbourhood,1.5466666656,13d 06:00:00,D
2097,2014_3_1_B1,B1,10977-50 STREET,,,13d 14:45:00,,,53.56051041,-113.4122403,RIVER VALLEY GOLD BAR,1,1,2014_1,neighbourhood,1.5466666656,13d 06:00:00,D
2098,2016.0_1_B1,B1,EAST OF 42 AVE BTWN 102 & 106B AVE,,20.0,20d 14:45:00,,,53.54874589,-113.4057399,GOLD BAR,1,1,2016.0_1,neighbourhood,0.46666666560000003,20d 06:00:00,D
2101,2045.0_1_B1,B1,5 Ave SW - 77 St,,,20d 14:45:00,,,53.428884499999995,-113.45305929999999,ELLERSLIE,1,1,2045.0_1,neighbourhood,0.1900000008,10d 06:00:00,D
2104,2053.0_1_B1,B1,10505-86 AVE,,,20d 14:45:00,,,53.52197042,-113.50176699999999,STRATHCONA,1,1,2053.0_1,neighbourhood,0.33333333359999995,10d 06:00:00,D
2105,2062.0_1_B1,B1,83 ST-69 AVE,,,20d 14:45:00,,,53.50510071,-113.45424129999999,AVONMORE,1,1,2062.0_1,neighbourhood,0.8599999992,10d 06:00:00,D
2107,2066.0_1_B1,B1,77 St - 7A Ave SW,,,20d 14:45:00,,,53.4276126,-113.45284779999999,ELLERSLIE,1,1,2066.0_1,neighbourhood,1.6999999992,10d 06:00:00,D
2108,2067.0_1_B1,B1,77 St: 7A Ave SW - 8 Ave SW,,,20d 14:45:00,,,53.42676972,-113.45277920000001,ELLERSLIE,1,1,2067.0_1,neighbourhood,0.36666666719999996,10d 06:00:00,D
2111,2073.0_1_B1,B1,N/S 99 ST: 63 AVE - 66 AVE,,,20d 14:45:00,,,53.50009282,-113.48985929999999,CPR IRVINE,1,1,2073.0_1,neighbourhood,0.9233333328000001,10d 06:00:00,D
2112,2080.0_1_B1,B1,EAST SIDE 76 ST-BTWN-38 AVE-WHITEMUD DR,,,20d 14:45:00,,,53.48052107,-113.4521361,MICHAELS PARK,1,1,2080.0_1,roadway,1.3666666656,10d 06:00:00,D
2115,2141.0_1_B1,B1,CONNECTS SCHOOL-MILLBOURNE RD E-73 ST,,,20d 14:45:00,,,53.46945111,-113.44499740000002,LEE RIDGE,1,1,2141.0_1,neighbourhood,0.6866666664,10d 06:00:00,D
2116,2142.0_1_B1,B1,MILLWOODS RD-SS MILLBOURNE MALL,,,20d 14:45:00,,,53.47106546,-113.450702,LEE RIDGE,1,1,2142.0_1,neighbourhood,0.3633333336,10d 06:00:00,D
2118,2156.0_1_B1,B1,KNOTTWOOD ROAD S-75 ST,,11.0,11d 14:45:00,,,53.44317506,-113.448125,MENISA,1,1,2156.0_1,neighbourhood,2.2000000008,11d 06:00:00,D
2119,2162.0_1_B1,B1,WHITEMUD DRIVE : CENTER MEDIAN : CREEK - SIGN BED,,,20d 14:45:00,,,53.482924038,-113.354540229,MAPLE,1,1,2162.0_1,roadway,1.0999999992,10d 06:00:00,D
2120,2164.0_1_B1,B1,109B AVE-65A ST,,,20d 14:45:00,,,53.55869211,-113.42542759999998,CAPILANO,1,1,2164.0_1,neighbourhood,1.0333333344,10d 06:00:00,D
2121,2165.0_1_B1,B1,BTWN 75 & 34 ST INCLUDING 82 AVE - 71 ST,,15.0,15d 14:45:00,,,53.51663277,-113.40355339999999,MORRIS INDUSTRIAL,1,1,2165.0_1,roadway,0.5533333344,15d 06:00:00,D
2123,2193.0_1_B1,B1,EAST 98 ST - RAVINE & 92 AVE,,13.0,13d 14:45:00,,,53.52148967,-113.4750752,MILL CREEK RAVINE SOUTH,1,1,2193.0_1,neighbourhood,0.4999999992,13d 06:00:00,D
2124,2194.0_1_B1,B1,NORTH 63-66 AVE - 89-92 ST,,20.0,20d 14:45:00,,,53.50096985,-113.46779270000002,HAZELDEAN,1,1,2194.0_1,neighbourhood,0.9400000008,20d 06:00:00,D
2126,2203.0_1_B1,B1,BTWN-23 AVE-SATOO SCH PLRW-BTWN 82-85,,,20d 14:45:00,,,53.44946567,-113.4578253,SATOO,1,1,2203.0_1,neighbourhood,1.7066666663999999,10d 06:00:00,D
2127,2217.0_1_B1,B1,95 ST-88 AVE,,14.0,14d 14:45:00,,,53.5254877,-113.4743503,MILL CREEK RAVINE NORTH,1,1,2217.0_1,neighbourhood,1.2100000008,14d 06:00:00,D
2128,2223.0_1_B1,B1,8620 - 58 AVENUE,,,20d 14:45:00,,,53.49481141,-113.4566503,DAVIES INDUSTRIAL WEST,1,1,2223.0_1,neighbourhood,1.9900000008,10d 06:00:00,D
2129,2224.0_1_B1,B1,42 AVE & 47 ST-PIPELINE,,,20d 14:45:00,,,53.47705467,-113.41336609999999,JACKSON HEIGHTS,1,1,2224.0_1,neighbourhood,0.3499999992,10d 06:00:00,D
2130,2233.0_1_B1,B1,SOUTH SIDE/C 34 AVE BTWN MILLWOODS RD & 66 ST,,16.0,16d 14:45:00,,,53.46495912,-113.4432916,LEE RIDGE,1,1,2233.0_1,roadway,2.9133333336000002,16d 06:00:00,D
2131,2244.0_1_B1,B1,NORTH OF 28 AVE-BTWN 48 ST-MILLWOODS R,,,20d 14:45:00,,,53.45954006,-113.41201459999999,WEINLOS,1,1,2244.0_1,neighbourhood,2.2633333344000004,10d 06:00:00,D
2132,2250_0_1_B1,B1,54-58 ST & 34 AVE-38 AVE,,,13d 14:45:00,,,53.46914599,-113.42334640000001,HILLVIEW,1,1,2250_1,neighbourhood,1.5941666664,13d 06:00:00,D
2133,2250_1_1_B1,B1,54-58 ST & 34 AVE-38 AVE,,,13d 14:45:00,,,53.46914599,-113.42334640000001,HILLVIEW,1,1,2250_1,neighbourhood,1.5941666664,13d 06:00:00,D
2134,2250_2_1_B1,B1,54-58 ST & 34 AVE-38 AVE,,,13d 14:45:00,,,53.46914599,-113.42334640000001,HILLVIEW,1,1,2250_1,neighbourhood,1.5941666664,13d 06:00:00,D
2135,2250_3_1_B1,B1,54-58 ST & 34 AVE-38 AVE,,,13d 14:45:00,,,53.46914599,-113.42334640000001,HILLVIEW,1,1,2250_1,neighbourhood,1.5941666664,13d 06:00:00,D
2136,2255.0_1_B1,B1,SOUTH SIDE/C 23 AVE-BTWN 66-50 ST,,15.0,15d 14:45:00,,,53.45371070000001,-113.42858390000002,MILL WOODS TOWN CENTRE,1,1,2255.0_1,roadway,1.7533333344000002,15d 06:00:00,D
2137,2261.0_1_B1,B1,98 AVE-CONNORS ROAD-99 ST,,14.0,14d 14:45:00,,,53.53647744,-113.48166909999999,MILL CREEK RAVINE NORTH,1,1,2261.0_1,neighbourhood,2.9733333336000003,14d 06:00:00,D
2138,2276.0_1_B1,B1,WHITEMUD DRIVE : ROW - CITY LIMITS,,,20d 14:45:00,,,53.482314823,-113.361646382,MAPLE,1,1,2276.0_1,roadway,2.8758333336,10d 06:00:00,D
2139,2288.0_1_B1,B1,75-77 ST & KNOTTWOOD RD. SOUTH,,,20d 14:45:00,,,53.44164266,-113.45151740000001,MENISA,1,1,2288.0_1,neighbourhood,0.2433333336,10d 06:00:00,D
2143,2335.0_1_B1,B1,CONNECTING SCHOOL-MILLBOURNE RD E,,,20d 14:45:00,,,53.46901514,-113.44747290000001,LEE RIDGE,1,1,2335.0_1,neighbourhood,0.3033333336,10d 06:00:00,D
2144,2339.0_1_B1,B1,43 ST BTWN MILLWOODS RD & 17 AVE,,18.0,18d 14:45:00,,,53.44391005,-113.4070047,POLLARD MEADOWS,1,1,2339.0_1,neighbourhood,2.7533333328,18d 06:00:00,D
2145,2341.0_1_B1,B1,81 ST-80 AVE,,,20d 14:45:00,,,53.51656641,-113.4527718,KING EDWARD PARK,1,1,2341.0_1,neighbourhood,1.1066666664000002,10d 06:00:00,D
2146,2356.0_1_B1,B1,CONNECTS 38 AVE-MILLBOURNE RD E-PIPELI,,,20d 14:45:00,,,53.47557117,-113.44839350000001,MICHAELS PARK,1,1,2356.0_1,neighbourhood,1.5133333344,10d 06:00:00,D
2148,2358.0_1_B1,B1,BTWN 72 ST/MILBOURNE RD E & PIPELINE,,,20d 14:45:00,,,53.47793197,-113.44569440000001,MICHAELS PARK,1,1,2358.0_1,neighbourhood,0.5833333344,10d 06:00:00,D
2150,2379.0_1_B1,B1,108 AVE-48 ST,,,20d 14:45:00,,,53.55466243,-113.4166271,CAPILANO,1,1,2379.0_1,neighbourhood,2.5900000008,10d 06:00:00,D
2151,2380_0_1_B1,B1,109 AVE-46 ST,,,14d 14:45:00,,,53.55622078,-113.4142713,CAPILANO,1,1,2380_1,neighbourhood,1.3777777776,14d 06:00:00,D
2152,2380_1_1_B1,B1,109 AVE-46 ST,,,14d 14:45:00,,,53.55622078,-113.4142713,CAPILANO,1,1,2380_1,neighbourhood,1.3777777776,14d 06:00:00,D
2153,2380_2_1_B1,B1,109 AVE-46 ST,,,14d 14:45:00,,,53.55622078,-113.4142713,CAPILANO,1,1,2380_1,neighbourhood,1.3777777776,14d 06:00:00,D
2154,2385.0_1_B1,B1,72 ST-103 AVE,,,20d 14:45:00,,,53.54486321,-113.4388203,TERRACE HEIGHTS,1,1,2385.0_1,neighbourhood,0.19666666559999996,10d 06:00:00,D
2155,2386.0_1_B1,B1,WEST SIDE 75 ST-BTWN-98-101 AVE,,10.0,10d 14:45:00,,,53.5388941,-113.44365490000001,FOREST HEIGHTS,1,1,2386.0_1,neighbourhood,0.33333333359999995,10d 06:00:00,D
2156,2391.0_1_B1,B1,96A ST - CONNORS ROAD,,14.0,14d 14:45:00,,,53.53403064,-113.479064,CLOVERDALE,1,1,2391.0_1,neighbourhood,2.7499999992,14d 06:00:00,D
2157,2409.0_1_B1,B1,98 ST/70-72 AVE + P.U.L. S/W 99ST&73AVE,,17.0,17d 14:45:00,,,53.50761008,-113.4843723,HAZELDEAN,1,1,2409.0_1,neighbourhood,1.2033333335999998,17d 06:00:00,D
