index,Unnamed: 0,Id,job-id,type,name,address,latitude,longitude,service-duration,start-time,end-time,quantity,required-skills,raw-id,day,Level,priority,cluster
926,947,97.0_0_B1,,D,Rhatigan Ridge,Rehwinkle Road - from 3368 to #364 Rehwinkle Close,53.47191218,-113.58257520000001,0.056666666399999996,0d 06:00:00,9d 14:45:00,1,neighbourhood,97,,B1,10,47
928,949,105.0_0_B1,,D,Sweet Grass,33A AVE-116-117 ST,53.46691025,-113.5344493,0.15000000000000002,0d 06:00:00,9d 14:45:00,1,neighbourhood,105,,B1,10,60
929,950,110.0_0_B1,,D,Rutherford,#1717 Robertson Place to #1846 Robertson Crescent,53.42017533,-113.5321705,0.1466666664,0d 06:00:00,9d 14:45:00,1,neighbourhood,110,,B1,10,50
930,951,119.0_0_B1,,D,Ogilvie Ridge,#439 OSBORNE CRESCENT,53.46540512,-113.56230819999999,0.0799999992,0d 06:00:00,9d 14:45:00,1,neighbourhood,119,,B1,10,62
931,952,120.0_0_B1,,D,Ogilvie Ridge,#228 OCKENDEN PLACE,53.46238889999999,-113.56486090000001,0.053333332799999994,0d 06:00:00,9d 14:45:00,1,neighbourhood,120,,B1,10,54
932,953,121.0_0_B1,,D,Rhatigan Ridge,521 REID CLOSE TO 619 REVELL WYND,53.47144703,-113.59092439999999,0.1000000008,0d 06:00:00,9d 14:45:00,1,neighbourhood,121,,B1,10,47
933,954,134.0_0_B1,,D,Westbrook Estate,#24 WESTBROOK DRIVE,53.46366625,-113.5450078,0.1099999992,0d 06:00:00,9d 14:45:00,1,neighbourhood,134,,B1,10,60
935,956,136.0_0_B1,,D,Hodgson,#1719 Hodgson Place to #1240 Hollands Close,53.45468813,-113.55754640000002,0.0333333336,0d 06:00:00,9d 14:45:00,1,neighbourhood,136,,B1,10,81
936,957,137.0_0_B1,,D,Hodgson,#1815 Holman Cres. to #1516 Hodgson Close,53.45632971,-113.5610487,0.0933333336,0d 06:00:00,9d 14:45:00,1,neighbourhood,137,,B1,10,63
937,958,138.0_0_B1,,D,Hodgson,#2040 & #2044 Hilliard Place,53.45802656,-113.5603199,0.04999999919999999,0d 06:00:00,9d 14:45:00,1,neighbourhood,138,,B1,10,63
939,960,160.0_0_B1,,D,Bulyea Heights,#329 BUCHANAN WAY,53.46848051,-113.57867350000001,0.0433333344,0d 06:00:00,9d 14:45:00,1,neighbourhood,160,,B1,10,51
940,961,178.0_0_B1,,D,Aspen Gardens,39 AVE-ASPEN DRIVE WEST,53.47384301,-113.55164380000001,0.0633333336,0d 06:00:00,9d 14:45:00,1,neighbourhood,178,,B1,10,95
942,963,188.0_0_B1,,D,Ogilvie Ridge,108 Ower Place-230 Ockenden Place-Power Line,53.46220918,-113.5656414,0.13000000080000002,0d 06:00:00,9d 14:45:00,1,neighbourhood,188,,B1,10,53
944,965,195.0_0_B1,,D,Falconer Heights,#219 Ferguson Place to #312 FERRIS WAY,53.46538185,-113.58588190000002,0.08333333279999999,0d 06:00:00,9d 14:45:00,1,neighbourhood,195,,B1,10,55
945,966,196.0_0_B1,,D,Falconer Heights,1117 FALCONER DR TO 221 FALCONER LINK,53.46430204,-113.5902915,0.0966666672,0d 06:00:00,9d 14:45:00,1,neighbourhood,196,,B1,10,55
946,967,198.0_0_B1,,D,Rutherford,Btw. #1165 & #1166 Rutherford Close,53.42434954,-113.53364840000002,0.0433333344,0d 06:00:00,9d 14:45:00,1,neighbourhood,198,,B1,10,52
948,969,209.0_0_B1,,D,Leger,Rabbit Hill Road: TransAlta - Sobeys,53.4595287,-113.56693529999998,0.056666666399999996,0d 06:00:00,9d 14:45:00,1,neighbourhood,209,,B1,10,58
949,970,215.0_0_B1,,D,Bulyea Heights,#532 BUCHANAN ROAD,53.46814891,-113.57721310000001,0.0633333336,0d 06:00:00,9d 14:45:00,1,neighbourhood,215,,B1,10,51
950,971,222.0_0_B1,,D,Blackmud Creek,#140 Ball Cove - #373 Byrne Court,53.42415026,-113.50669309999999,0.0933333336,0d 06:00:00,9d 14:45:00,1,neighbourhood,222,,B1,10,70
951,972,224.0_0_B1,,D,Ogilvie Ridge,#175 OSLAND DRIVE,53.46212668,-113.5552896,0.06,0d 06:00:00,9d 14:45:00,1,neighbourhood,224,,B1,10,49
952,973,225.0_0_B1,,D,Ogilvie Ridge,#332 OSLAND PLACE,53.46236321,-113.5575748,0.0733333344,0d 06:00:00,9d 14:45:00,1,neighbourhood,225,,B1,10,49
953,974,230.0_0_B1,,D,Twin Brooks,#621 TWIN BROOKS BEND,53.44934292,-113.53448929999999,0.09,0d 06:00:00,9d 14:45:00,1,neighbourhood,230,,B1,10,76
954,975,254.0_0_B1,,D,Ogilvie Ridge,#227 OSLAND CLOSE,53.46240108,-113.55604209999998,0.1099999992,0d 06:00:00,9d 14:45:00,1,neighbourhood,254,,B1,10,49
955,976,257.0_0_B1,,D,Carter Crest,115 Cormack Crescent,53.46285063,-113.5696253,0.0366666672,0d 06:00:00,9d 14:45:00,1,neighbourhood,257,,B1,10,53
956,977,260.0_0_B1,,D,Ogilvie Ridge,#235 OCKENDEN PLACE,53.46308305,-113.5650095,0.0199999992,0d 06:00:00,9d 14:45:00,1,neighbourhood,260,,B1,10,54
958,979,316.0_0_B1,,D,Falconer Heights,Btw. #820 & #824 FORBES CLOSE,53.47059732,-113.5928699,0.06,0d 06:00:00,9d 14:45:00,1,neighbourhood,316,,B1,10,57
960,981,355.0_0_B1,,D,Twin Brooks,11332-09 AVE,53.43893039,-113.5263314,0.1333333344,0d 06:00:00,9d 14:45:00,1,neighbourhood,355,,B1,10,47
962,983,361.0_0_B1,,D,Twin Brooks,11513-10 AVE,53.44016414,-113.53188,0.03,0d 06:00:00,9d 14:45:00,1,neighbourhood,361,,B1,10,65
964,985,380.0_0_B1,,D,Twin Brooks,9A AVE/115ST,53.43931923,-113.53029540000001,0.0633333336,0d 06:00:00,9d 14:45:00,1,neighbourhood,380,,B1,10,65
965,986,388.0_0_B1,,D,Leger,521 Lougheed Court - 1463 Loewen Court,53.45773177,-113.56996969999999,0.09,0d 06:00:00,9d 14:45:00,1,neighbourhood,388,,B1,10,65
966,987,391.0_0_B1,,D,Blackmud Creek,Between #1128 & #1134 Barnes Way,53.42228606,-113.5132862,0.0466666656,0d 06:00:00,9d 14:45:00,1,neighbourhood,391,,B1,10,58
969,990,417.0_0_B1,,D,Leger,Leger Way -(#813 to #817) Lawrence Court to Leger Blv.,53.46061429999999,-113.5758159,0.0466666656,0d 06:00:00,9d 14:45:00,1,neighbourhood,417,,B1,10,70
970,991,432.0_0_B1,,D,Ermineskin,25A AVE-106A ST,53.45752248,-113.50235829999998,0.06,0d 06:00:00,9d 14:45:00,1,neighbourhood,432,,B1,10,87
975,996,527.0_0_B1,,D,Sweet Grass,34 AVE-114 ST,53.46672862,-113.5288315,0.0466666656,0d 06:00:00,9d 14:45:00,1,neighbourhood,527,,B1,10,88
976,997,529.0_0_B1,,D,Greenfield,37 AVE-117 ST,53.467689799999995,-113.5293848,0.0866666664,0d 06:00:00,9d 14:45:00,1,neighbourhood,529,,B1,10,60
979,1000,539.0_0_B1,,D,Ramsey Heights,40 AVE-RIVERBEND ROAD,53.47841391,-113.58253959999999,0.0666666672,0d 06:00:00,9d 14:45:00,1,neighbourhood,539,,B1,10,60
980,1001,557.0_0_B1,,D,Bearspaw,beside #924-108 ST,53.44043713,-113.5038836,0.0633333336,0d 06:00:00,9d 14:45:00,1,neighbourhood,557,,B1,10,57
982,1003,562.0_0_B1,,D,Ramsey Heights,45 AVE-147 ST,53.48327856,-113.57368059999999,0.13000000080000002,0d 06:00:00,9d 14:45:00,1,neighbourhood,562,,B1,10,56
983,1004,563.0_0_B1,,D,Ramsey Heights,44-45 AVE-148 ST,53.48233389,-113.5777663,0.15000000000000002,0d 06:00:00,9d 14:45:00,1,neighbourhood,563,,B1,10,57
984,1005,564.0_0_B1,,D,Ramsey Heights,43 AVE-WHITEMUD ROAD,53.48160024,-113.5860969,0.16333333440000003,0d 06:00:00,9d 14:45:00,1,neighbourhood,564,,B1,10,57
985,1006,565.0_0_B1,,D,MacEwan,Btw. #3973-3969 McMullen Green,53.42651738,-113.5202784,0.053333332799999994,0d 06:00:00,9d 14:45:00,1,neighbourhood,565,,B1,10,57
989,1010,604.0_0_B1,,D,Duggan,36A AVE-105 ST,53.471220200000005,-113.5001519,0.0799999992,0d 06:00:00,9d 14:45:00,1,neighbourhood,604,,B1,10,85
990,1011,605.0_0_B1,,D,Duggan,36A AVE-109A ST,53.47097272,-113.5127803,0.06,0d 06:00:00,9d 14:45:00,1,neighbourhood,605,,B1,10,75
992,1013,618.0_0_B1,,D,Ermineskin,27A-28 AVE-104 ST,53.45880153,-113.49559540000001,0.09,0d 06:00:00,9d 14:45:00,1,neighbourhood,618,,B1,10,75
993,1014,619.0_0_B1,,D,Leger,328 Livingston Court - 955 Lamb Crescent,53.45768479,-113.5682626,0.0666666672,0d 06:00:00,9d 14:45:00,1,neighbourhood,619,,B1,10,88
994,1015,620.0_0_B1,,D,Leger,Between 1450 & 1452 Loewen Court,53.45726301,-113.57175409999999,0.0433333344,0d 06:00:00,9d 14:45:00,1,neighbourhood,620,,B1,10,58
995,1016,622.0_0_B1,,D,Leger,971 Lamb Crescent - 1449 Loewen Court,53.45721917,-113.5692037,0.10666666559999999,0d 06:00:00,9d 14:45:00,1,neighbourhood,622,,B1,10,58
1002,1023,667.0_0_B1,,D,Rutherford,#1235 RUTHERFORD RD - #1642 Robertson Close,53.42185194,-113.52935690000001,0.026666666399999997,0d 06:00:00,9d 14:45:00,1,neighbourhood,667,,B1,10,58
1004,1025,685.0_0_B1,,D,Parkallen,62 AVE-109A ST,53.49938942,-113.51345740000001,0.13000000080000002,0d 06:00:00,9d 14:45:00,1,neighbourhood,685,,B1,10,52
1007,1028,695.0_0_B1,,D,Twin Brooks,11 AVE-112 ST,53.44146169,-113.52001059999999,0.1033333344,0d 06:00:00,9d 14:45:00,1,neighbourhood,695,,B1,10,67
1010,1031,719.0_0_B1,,D,Parkallen,70 AVE-111A ST,53.50634093,-113.51835109999999,0.11333333279999999,0d 06:00:00,9d 14:45:00,1,neighbourhood,719,,B1,10,56
1011,1032,721.0_0_B1,,D,Parkallen,68 AVE: 110 - 111 ST,53.504839399999994,-113.51576299999999,0.1466666664,0d 06:00:00,9d 14:45:00,1,neighbourhood,721,,B1,10,59
1012,1033,744.0_0_B1,,D,Twin Brooks,#829 Twin Brooks Close,53.44692679,-113.5408466,0.053333332799999994,0d 06:00:00,9d 14:45:00,1,neighbourhood,744,,B1,10,59
1013,1034,747.0_0_B1,,D,Terwilleger TOWNE,BTW. #2516 & #2520 Taylor Cove,53.44958738,-113.57644979999999,0.0466666656,0d 06:00:00,9d 14:45:00,1,neighbourhood,747,,B1,10,71
1016,1037,764.0_0_B1,,D,Rutherford,Robertson Way South of Rutherford Road - North of Robertson Place,53.42187192,-113.5308922,0.12,0d 06:00:00,9d 14:45:00,1,neighbourhood,764,,B1,10,48
1017,1038,769.0_0_B1,,D,Blackburne,W. OF BLACKMUD CREEK-BLACKBURNE DR. W,53.42995528,-113.51260249999999,0.1266666672,0d 06:00:00,9d 14:45:00,1,neighbourhood,769,,B1,10,52
1018,1039,791.0_0_B1,,D,Greenfield,35 AVE-113 ST,53.46791503,-113.5234824,0.06,0d 06:00:00,9d 14:45:00,1,neighbourhood,791,,B1,10,94
1019,1040,792.0_0_B1,,D,Greenfield,35 AVE-119 ST,53.47190747,-113.5323027,0.0799999992,0d 06:00:00,9d 14:45:00,1,neighbourhood,792,,B1,10,60
1020,1041,807.0_0_B1,,D,Belgravia,behind 140 Sask. Dr. Souith,53.50627725,-113.53650549999999,0.04999999919999999,0d 06:00:00,9d 14:45:00,1,neighbourhood,807,,B1,10,60
1021,1042,813.0_0_B1,,D,Ogilvie Ridge,Behind Clock Tower to Omand Drive & To Ogilvie Blvd.,53.46592525,-113.56589840000002,0.0633333336,0d 06:00:00,9d 14:45:00,1,neighbourhood,813,,B1,10,61
1024,1045,822.0_0_B1,,D,Twin Brooks,8 ave. - 118A St.,53.43670696,-113.5383577,0.056666666399999996,0d 06:00:00,9d 14:45:00,1,neighbourhood,822,,B1,10,62
1025,1046,823.0_0_B1,,D,Twin Brooks,9 AVE-118A ST,53.43827893,-113.5383332,0.1033333344,0d 06:00:00,9d 14:45:00,1,neighbourhood,823,,B1,10,65
1027,1048,882.0_0_B1,,D,Carter Crest,Terwillegar Drive - 156 St,53.46162335,-113.5889866,0.10666666559999999,9d 06:00:00,9d 14:45:00,1,roadway,882,9.0,B1,10,65
1028,1049,886.0_0_B1,,D,Blackmud Creek,910 Blackmud Creek Crescent,53.41970377,-113.50991599999999,0.04999999919999999,0d 06:00:00,9d 14:45:00,1,neighbourhood,886,,B1,10,55
1029,1050,897.0_0_B1,,D,Greenfield,39A AVE-111B ST,53.47438396,-113.52003909999998,0.0466666656,0d 06:00:00,9d 14:45:00,1,neighbourhood,897,,B1,10,70
1030,1051,898.0_0_B1,,D,Greenfield,40 AVE-111B ST,53.47547724,-113.5201007,0.026666666399999997,0d 06:00:00,9d 14:45:00,1,neighbourhood,898,,B1,10,64
1032,1053,929.0_0_B1,,D,Blackburne,ACROSS FROM #204 BLACKBURNE DRIVE EAST,53.42888437,-113.4955783,0.11333333279999999,0d 06:00:00,9d 14:45:00,1,neighbourhood,929,,B1,10,64
1035,1056,934.0_0_B1,,D,Terwilleger South,Btw. #7404 & 7403 Singer Landing,53.43901847,-113.5667779,0.056666666399999996,0d 06:00:00,9d 14:45:00,1,neighbourhood,934,,B1,10,94
1036,1057,935.0_0_B1,,D,Haddow,#1421 Haswell Place to #2603 Hanna Crescent,53.45019473,-113.5963006,0.1033333344,0d 06:00:00,9d 14:45:00,1,neighbourhood,935,,B1,10,79
1037,1058,938.0_0_B1,,D,Bulyea Heights,722/726 BUTTERWORTH DRIVE,53.47677191,-113.56253159999999,0.0866666664,0d 06:00:00,9d 14:45:00,1,neighbourhood,938,,B1,10,83
1042,1063,952.0_0_B1,,D,Greenfield,35 AVE-117A ST,53.47065967,-113.5321777,0.04999999919999999,0d 06:00:00,9d 14:45:00,1,neighbourhood,952,,B1,10,66
1043,1064,970.0_0_B1,,D,Twin Brooks,"11 AVE/118 ST (50"" mower)",53.44154273,-113.53984209999999,0.0666666672,0d 06:00:00,9d 14:45:00,1,neighbourhood,970,,B1,10,60
1047,1068,997.0_0_B1,,D,Keheewin,BEARSPAW DRIVE WEST/16-19 AVE,53.44762469,-113.51256409999998,0.12,0d 06:00:00,9d 14:45:00,1,neighbourhood,997,,B1,10,65
1049,1070,1008.0_0_B1,,D,Twin Brooks,12 AVE: 111 - 110A ST(Running Creek Road),53.44261089999999,-113.51625370000001,0.09,0d 06:00:00,9d 14:45:00,1,neighbourhood,1008,,B1,10,56
1052,1073,1031.0_0_B1,,D,Westbrook Estate,WESTBROOK DRIVE-132 ST,53.46971452,-113.5573051,0.16000000080000001,0d 06:00:00,9d 14:45:00,1,neighbourhood,1031,,B1,10,56
1055,1076,1073.0_0_B1,,D,Hodgson,#647 Hodgson Rd. to #2014 Hilliard Place,53.45786813,-113.56277299999999,0.06,0d 06:00:00,9d 14:45:00,1,neighbourhood,1073,,B1,10,60
1059,1080,1100.0_0_B1,,D,Hodgson,Btw. # 1819 & #1823 Holman Cr.,53.45607473,-113.56183899999999,0.0633333336,0d 06:00:00,9d 14:45:00,1,neighbourhood,1100,,B1,10,63
1062,1083,1108.0_0_B1,,D,Garneau,109A ST-88-90 AVE,53.52454676,-113.512922,0.0366666672,0d 06:00:00,9d 14:45:00,1,neighbourhood,1108,,B1,10,63
1068,1089,1120.0_0_B1,,D,Hodgson,#1723 Hodgson Place to #1619 Hodgson Court,53.45526552,-113.5579847,0.053333332799999994,0d 06:00:00,9d 14:45:00,1,neighbourhood,1120,,B1,10,73
1071,1092,1155.0_0_B1,,D,Ermineskin,27A AVE-104 ST,53.45839608,-113.4952509,0.0766666656,0d 06:00:00,9d 14:45:00,1,neighbourhood,1155,,B1,10,63
1072,1093,1156.0_0_B1,,D,Blue Quill,29 AVE-117 ST,53.46111483,-113.5347027,0.056666666399999996,0d 06:00:00,9d 14:45:00,1,neighbourhood,1156,,B1,10,88
1074,1095,1168.0_0_B1,,D,Belgravia,77 AVE-118 ST,53.51263052,-113.5349077,0.11333333279999999,7d 06:00:00,7d 14:45:00,1,neighbourhood,1168,7.0,B1,1,60
1075,1096,1169.0_0_B1,,D,Belgravia,73 AVE-118 ST,53.50870261,-113.53440069999999,0.16333333440000003,0d 06:00:00,9d 14:45:00,1,neighbourhood,1169,,B1,10,61
1076,1097,1179.0_0_B1,,D,Falconer Heights,Between 1302 & 1304 Falconer Road,53.46324246,-113.59289840000002,0.056666666399999996,0d 06:00:00,9d 14:45:00,1,neighbourhood,1179,,B1,10,61
1077,1098,1182.0_0_B1,,D,Blackmud Creek,Blackmud Creek Drive - Btw. Byrne Cres. & Blackmud Creek Cres.,53.42110526,-113.50839440000001,0.11666666640000001,0d 06:00:00,9d 14:45:00,1,neighbourhood,1182,,B1,10,55
1083,1104,1221.0_0_B1,,D,Rideau Park,43 AVE-108A ST,53.480784,-113.51133940000001,0.0766666656,0d 06:00:00,9d 14:45:00,1,neighbourhood,1221,,B1,10,70
1087,1108,1237.0_0_B1,,D,Rhatigan Ridge,251 Rhatigan Rd E,53.47453048,-113.582503,0.0072222216,0d 06:00:00,9d 14:45:00,1,neighbourhood,1237,,B1,10,64
1088,1109,1238.0_0_B1,,D,Rhatigan Ridge,#447 RONNING STREET to #481 Ronning Street,53.47456015,-113.59396100000001,0.1366666656,0d 06:00:00,9d 14:45:00,1,neighbourhood,1238,,B1,10,47
1089,1110,1239.0_0_B1,,D,Twin Brooks,11322-10 AVE,53.44033979999999,-113.526141,0.026666666399999997,0d 06:00:00,9d 14:45:00,1,neighbourhood,1239,,B1,10,47
1090,1111,1243.0_0_B1,,D,Twin Brooks,118ST-10A AVE,53.44115791,-113.5357926,0.0133333344,0d 06:00:00,9d 14:45:00,1,neighbourhood,1243,,B1,10,65
1091,1112,1244.0_0_B1,,D,Twin Brooks,10 AVE/116A-118 ST,53.44007421,-113.53564270000001,0.10666666559999999,0d 06:00:00,9d 14:45:00,1,neighbourhood,1244,,B1,10,57
1093,1114,1248.0_0_B1,,D,Rhatigan Ridge,#811 ROMANIUK PLACE,53.47916235,-113.5911537,0.11333333279999999,0d 06:00:00,9d 14:45:00,1,neighbourhood,1248,,B1,10,65
1098,1119,1263.0_0_B1,,D,Rhatigan Ridge,#704 ROMANIUK ROAD # Romaniuk Road,53.47826259,-113.59305149999999,0.0366666672,0d 06:00:00,9d 14:45:00,1,neighbourhood,1263,,B1,10,65
1099,1120,1279.0_0_B1,,D,Blue Quill Estates,28A AVE-123-124 ST,53.45901085,-113.54184620000001,0.1466666664,0d 06:00:00,9d 14:45:00,1,neighbourhood,1279,,B1,10,47
1100,1121,1287.0_0_B1,,D,Lendrum Place,57 AVE-112 ST,53.49480108,-113.52034920000001,0.15000000000000002,0d 06:00:00,9d 14:45:00,1,neighbourhood,1287,,B1,10,47
1101,1122,1288.0_0_B1,,D,Royal Gardens,41 AVE-113 ST,53.47676193,-113.5240764,0.0766666656,0d 06:00:00,9d 14:45:00,1,neighbourhood,1288,,B1,10,60
1104,1125,1295.0_0_B1,,D,Bulyea Heights,#909 BURLEY DRIVE,53.46940209,-113.5677741,0.1099999992,0d 06:00:00,9d 14:45:00,1,neighbourhood,1295,,B1,10,67
1105,1126,1296.0_0_B1,,D,Bulyea Heights,#910 BURLEY DRIVE,53.46911913,-113.5673905,0.0633333336,0d 06:00:00,9d 14:45:00,1,neighbourhood,1296,,B1,10,64
1106,1127,1297.0_0_B1,,D,Bulyea Heights,#923 BURLEY DRIVE,53.46914301,-113.56924690000001,0.1266666672,0d 06:00:00,9d 14:45:00,1,neighbourhood,1297,,B1,10,82
1108,1129,1329.0_0_B1,,D,Blackburne,#356 BLACKBURNE DRIVE EAST,53.43201346,-113.4957155,0.0799999992,0d 06:00:00,9d 14:45:00,1,neighbourhood,1329,,B1,10,82
1109,1130,1338.0_0_B1,,D,Brander Gardens,WHITEMUD ROAD-57-58 AVE,53.49525905,-113.58264790000001,0.11666666640000001,0d 06:00:00,9d 14:45:00,1,neighbourhood,1338,,B1,10,82
1110,1131,1339.0_0_B1,,D,Leger,BTWN 733 & 737 LAUBER CRESCENT,53.46117129,-113.57381799999999,0.0466666656,0d 06:00:00,9d 14:45:00,1,neighbourhood,1339,,B1,10,94
1112,1133,1349.0_0_B1,,D,Blue Quill,23A AVE-111A ST,53.45444878,-113.5178155,0.06,0d 06:00:00,9d 14:45:00,1,neighbourhood,1349,,B1,10,57
1113,1134,1350.0_0_B1,,D,Rutherford,119 St. SW to Rutherford Close - N side Rutherford Road SW,53.42265384,-113.5300018,0.0866666664,0d 06:00:00,9d 14:45:00,1,neighbourhood,1350,,B1,10,87
1114,1135,1351.0_0_B1,,D,Rutherford,Beside #1740 RUTHERFORD POINT,53.42437991,-113.5363726,0.06,0d 06:00:00,9d 14:45:00,1,neighbourhood,1351,,B1,10,78
1120,1141,1372.0_0_B1,,D,Pleasantview,60 AVE-106 ST,53.49548924,-113.5045618,0.0333333336,0d 06:00:00,9d 14:45:00,1,neighbourhood,1372,,B1,10,52
1121,1142,1373.0_0_B1,,D,Pleasantview,60 AVE-109-109A ST,53.49717844,-113.51264979999999,0.09,0d 06:00:00,9d 14:45:00,1,neighbourhood,1373,,B1,10,52
1127,1148,1386.0_0_B1,,D,Twin Brooks,#104-TWIN BROOKS COVE,53.44169228,-113.5294923,0.0666666672,0d 06:00:00,9d 14:45:00,1,neighbourhood,1386,,B1,10,67
1128,1149,1390.0_0_B1,,D,Sweet Grass,29 AVE-111A ST,53.4620272,-113.5175962,0.0866666664,0d 06:00:00,9d 14:45:00,1,neighbourhood,1390,,B1,10,67
1129,1150,1391.0_0_B1,,D,Sweet Grass,31-31A AVE-113A ST,53.46415942,-113.52630819999999,0.056666666399999996,0d 06:00:00,9d 14:45:00,1,neighbourhood,1391,,B1,10,65
1130,1151,1392.0_0_B1,,D,Sweet Grass,32-33A AVE-115 ST,53.4659225,-113.53096550000001,0.1033333344,0d 06:00:00,9d 14:45:00,1,neighbourhood,1392,,B1,10,60
1131,1152,1393.0_0_B1,,D,Sweet Grass,33 AVE-111B-112 ST,53.46523485,-113.52012490000001,0.13000000080000002,0d 06:00:00,9d 14:45:00,1,neighbourhood,1393,,B1,10,60
1132,1153,1395.0_0_B1,,D,Blackmud Creek,#2080 BLACKMUD CREEK DRIVE,53.42085897,-113.50896770000001,0.15000000000000002,0d 06:00:00,9d 14:45:00,1,neighbourhood,1395,,B1,10,60
1133,1154,1399.0_0_B1,,D,Haddow,#437 Hunters Green to #535 Hunters Green,53.45539761,-113.59295139999999,0.1099999992,0d 06:00:00,9d 14:45:00,1,neighbourhood,1399,,B1,10,60
1135,1156,1404.0_0_B1,,D,Twin Brooks,12 AVE-TWIN BROOKS CRESCENT,53.44504895,-113.52929420000001,0.053333332799999994,0d 06:00:00,9d 14:45:00,1,neighbourhood,1404,,B1,10,70
1136,1157,1405.0_0_B1,,D,Twin Brooks,#430-TWIN BROOKS CRESCENT,53.44625399,-113.5286449,0.09,0d 06:00:00,9d 14:45:00,1,neighbourhood,1405,,B1,10,83
1137,1158,1416.0_0_B1,,D,Bulyea Heights,#269 BURTON ROAD,53.47622791,-113.5665807,0.11333333279999999,0d 06:00:00,9d 14:45:00,1,neighbourhood,1416,,B1,10,76
1138,1159,1417.0_0_B1,,D,Twin Brooks,9 AVE-118 ST,53.43788843,-113.5378652,0.07000000079999999,0d 06:00:00,9d 14:45:00,1,neighbourhood,1417,,B1,10,76
1140,1161,1427.0_0_B1,,D,Empire Park,106 ST-45-47 AVE,53.48265597,-113.5044001,0.1366666656,0d 06:00:00,9d 14:45:00,1,neighbourhood,1427,,B1,10,66
1147,1168,1434.0_0_B1,,D,Lansdowne,52 AVE-124 ST,53.48980738,-113.548294,0.1033333344,0d 06:00:00,9d 14:45:00,1,neighbourhood,1434,,B1,10,65
1148,1169,1441.0_0_B1,,D,Aspen Gardens,41 AVE-123 ST,53.4769466,-113.5457202,0.16666666559999999,0d 06:00:00,9d 14:45:00,1,neighbourhood,1441,,B1,10,64
1149,1170,1459.0_0_B1,,D,MacEwan,#3845 MCLEAN CLOSE to #221 MacEwan Road,53.42862787,-113.52646440000001,0.1033333344,0d 06:00:00,9d 14:45:00,1,neighbourhood,1459,,B1,10,68
1150,1171,1460.0_0_B1,,D,Hodgson,938 Hollingsworth Bend - 520 HODGSON RD,53.4588106,-113.55563000000001,0.12333333360000001,0d 06:00:00,9d 14:45:00,1,neighbourhood,1460,,B1,10,95
1151,1172,1467.0_0_B1,,D,Calgary Trail North,51 Ave. - Calgary Trail South,53.48795973,-113.49516399999999,0.0766666656,0d 06:00:00,9d 14:45:00,1,neighbourhood,1467,,B1,10,85
1154,1175,1496.0_0_B1,,D,Bulyea Heights,#328 BUCHANAN WAY,53.46844105,-113.57973249999999,0.06,0d 06:00:00,9d 14:45:00,1,neighbourhood,1496,,B1,10,69
1155,1176,1499.0_0_B1,,D,Blackmud Creek,BETWEEN #527 & #531 BYRNE CRESCENT,53.422341599999996,-113.50440220000002,0.03,0d 06:00:00,9d 14:45:00,1,neighbourhood,1499,,B1,10,67
1156,1177,1500.0_0_B1,,D,Blackmud Creek,#2303 Bailey Court - #922 Blackmud Creek Cres.,53.41907741,-113.5084689,0.09,0d 06:00:00,9d 14:45:00,1,neighbourhood,1500,,B1,10,51
1159,1180,1513.0_0_B1,,D,McKernan,73 AVE: 111 - 111A ST,53.51029192,-113.5174088,0.0733333344,0d 06:00:00,9d 14:45:00,1,neighbourhood,1513,,B1,10,70
1162,1183,1517.0_0_B1,,D,Allendale,64A AVE-104-104A ST,53.5012907,-113.49866840000001,0.11666666640000001,0d 06:00:00,9d 14:45:00,1,neighbourhood,1517,,B1,10,70
1165,1186,1529.0_0_B1,,D,Blue Quill,23B-24 AVE-111A ST,53.45580275,-113.5182087,0.09,0d 06:00:00,9d 14:45:00,1,neighbourhood,1529,,B1,10,59
1166,1187,1530.0_0_B1,,D,Blue Quill,24-25 AVE-116 ST,53.4558456,-113.5299861,0.12,0d 06:00:00,9d 14:45:00,1,neighbourhood,1530,,B1,10,67
1167,1188,1540.0_0_B1,,D,Sweet Grass,33-33A AVE-112A-112B ST,53.46567019,-113.5226015,0.1366666656,0d 06:00:00,9d 14:45:00,1,neighbourhood,1540,,B1,10,78
1168,1189,1541.0_0_B1,,D,Twin Brooks,#1204 - 119 St,53.44390089,-113.54133859999999,0.07000000079999999,0d 06:00:00,9d 14:45:00,1,neighbourhood,1541,,B1,10,60
1169,1190,1542.0_0_B1,,D,Twin Brooks,#879 Twin Brooks Close,53.44889499999999,-113.54289170000001,0.053333332799999994,0d 06:00:00,9d 14:45:00,1,neighbourhood,1542,,B1,10,60
1170,1191,1543.0_0_B1,,D,Twin Brooks,113 ST-12 AVE,53.44341294,-113.524728,0.11333333279999999,0d 06:00:00,9d 14:45:00,1,neighbourhood,1543,,B1,10,71
1171,1192,1546.0_0_B1,,D,Steinhauer,30 AVE-110-110A ST,53.46206398,-113.51405259999999,0.04999999919999999,0d 06:00:00,9d 14:45:00,1,neighbourhood,1546,,B1,10,71
1173,1194,1549.0_0_B1,,D,Henderson,#954 HEACOCK ROAD- #688 HENDERSON ST,53.47091629999999,-113.59632990000001,0.09,0d 06:00:00,9d 14:45:00,1,neighbourhood,1549,,B1,10,76
